tf,fft_window,low_pct,high_pct,min_period,sl_atr_mult,rr,session_label,train_trades,train_win_rate,train_profit_factor,train_max_drawdown_pct,train_pnl_pct,oos_trades,oos_win_rate,oos_profit_factor,oos_max_drawdown_pct,oos_pnl_pct,total_trades,total_longs,total_shorts,avg_bars
M15,256,0.05,0.3,10,1.0,3.0,all,679,24.89,0.8937,57.79,-49.67,3465,25.77,0.9293,92.33,-91.82,4144,2059,2085,10.43445945945946
M15,128,0.05,0.2,5,1.0,2.0,london,996,33.73,0.9199,61.92,-48.56,5066,34.21,0.9287,96.53,-95.36,6062,3043,3019,3.6
M15,256,0.1,0.2,5,1.5,3.0,all,2564,24.3,0.8992,92.79,-91.23,12515,24.96,0.9287,99.99,-99.99,15079,7534,7545,20.595954638901784
M15,256,0.05,0.3,5,1.5,3.0,all,3012,24.67,0.9169,93.54,-91.18,14978,24.96,0.9287,100.0,-100.0,17990,8983,9007,20.499544191217346
M15,64,0.1,0.3,10,1.5,4.0,asian,268,18.66,0.8437,37.06,-33.93,1544,20.27,0.928,82.27,-71.64,1812,914,898,13.23730684326711
M15,256,0.05,0.2,5,1.5,2.0,all,2542,33.52,0.9314,80.32,-77.12,12429,33.6,0.9279,99.95,-99.95,14971,7478,7493,15.232082025248815
M15,64,0.1,0.3,5,1.5,4.0,asian,1148,19.77,0.9044,71.74,-68.86,5751,20.27,0.9274,99.41,-99.12,6899,3466,3433,12.86687925786346
M15,64,0.05,0.3,5,1.5,2.0,london,1256,34.0,0.961,53.49,-37.18,6345,33.3,0.9272,98.54,-97.91,7601,3811,3790,9.866096566241286
M15,64,0.05,0.2,10,1.5,3.0,asian,247,24.7,0.9003,24.5,-20.91,1480,25.41,0.9271,75.64,-66.32,1727,863,864,11.157324840764332
M15,128,0.05,0.3,5,1.0,3.0,london,1185,24.98,0.9134,74.8,-63.15,6170,25.45,0.9271,99.22,-98.93,7355,3679,3676,6.180557443915704
M15,64,0.05,0.2,10,1.0,2.0,london,310,34.84,0.9748,28.38,-8.22,1744,34.12,0.9266,71.03,-66.16,2054,1036,1018,3.4905550146056474
M15,256,0.05,0.2,10,1.5,4.0,asian,191,20.42,0.9381,17.37,-12.98,969,20.23,0.9261,77.73,-55.38,1160,576,584,12.869482758620688
M15,64,0.1,0.2,10,1.5,4.0,all,711,20.39,0.9773,42.67,-24.13,3976,19.62,0.9257,96.98,-96.19,4687,2349,2338,25.209579688500106
M15,128,0.05,0.3,10,1.5,3.0,all,798,26.07,0.9871,38.6,-18.26,3821,24.84,0.9252,96.78,-94.09,4619,2312,2307,20.686382333838495
M15,256,0.05,0.2,5,1.0,4.0,london,890,19.89,0.9119,63.67,-57.12,4598,20.25,0.9252,98.05,-97.91,5488,2742,2746,8.9
M15,256,0.05,0.3,5,1.5,2.0,all,3012,33.63,0.9365,83.87,-80.58,14978,33.53,0.9248,99.99,-99.99,17990,8983,9007,15.233029460811563
M15,64,0.1,0.3,5,1.5,2.0,london,1251,33.17,0.9268,62.9,-53.44,6389,33.24,0.9247,98.75,-98.18,7640,3841,3799,9.832748691099479
M15,128,0.1,0.2,5,1.0,2.0,london,999,33.63,0.9166,58.73,-49.86,5092,34.11,0.9245,96.73,-96.09,6091,3059,3032,3.6000000000000005
M15,128,0.1,0.3,10,1.5,3.0,all,673,25.11,0.9401,36.24,-34.16,3391,24.86,0.9244,96.15,-92.06,4064,2041,2023,20.749680118110234
M15,128,0.05,0.2,10,1.0,4.0,asian,195,17.44,0.7369,43.57,-39.81,1044,20.88,0.9242,68.81,-59.65,1239,621,618,7.389830508474576
M15,128,0.1,0.3,10,1.5,2.0,all,673,32.84,0.9028,45.22,-41.14,3391,33.44,0.9242,92.6,-88.3,4064,2041,2023,15.483439960629921
M15,256,0.1,0.3,5,1.5,3.0,all,3113,24.64,0.9154,94.5,-92.18,15278,24.88,0.9242,100.0,-100.0,18391,9184,9207,20.464585938774405
M5,128,0.05,0.3,10,1.5,2.0,london,896,32.59,0.8678,67.56,-61.14,4621,34.21,0.9241,95.88,-94.81,5517,2779,2738,11.102555736813486
M15,256,0.05,0.3,10,1.5,3.0,asian,218,25.23,0.9197,19.33,-15.87,1167,25.36,0.9239,71.54,-58.85,1385,685,700,10.852779783393503
M15,64,0.1,0.3,10,1.0,2.0,london,298,31.21,0.8264,41.24,-33.48,1758,34.07,0.9238,75.49,-67.65,2056,1036,1020,3.628988326848249
M15,256,0.05,0.2,10,1.5,3.0,all,591,25.04,0.9327,41.24,-33.12,2892,24.86,0.9237,91.09,-88.69,3483,1731,1752,20.89638242894057
M15,64,0.05,0.2,10,1.0,3.0,london,310,24.52,0.8978,36.79,-25.9,1744,25.34,0.9231,82.19,-73.79,2054,1036,1018,6.2018500486854915
M15,64,0.1,0.3,10,1.5,4.0,all,834,19.9,0.9441,48.21,-42.57,4667,19.61,0.9231,98.63,-98.05,5501,2765,2736,24.906126158880205
M5,64,0.1,0.2,10,1.5,2.0,newyork,752,30.98,0.809,71.37,-67.79,4054,34.14,0.923,95.09,-92.76,4806,2405,2401,23.566000832292968
M15,64,0.1,0.2,5,1.5,3.0,asian,950,25.05,0.9157,61.25,-54.3,4867,25.37,0.923,98.2,-97.63,5817,2908,2909,10.7
M5,64,0.05,0.3,10,1.5,2.0,newyork,1007,31.38,0.8242,78.59,-75.26,5425,34.14,0.9228,97.24,-97.05,6432,3230,3202,23.987873134328357
M15,64,0.05,0.3,5,1.0,3.0,london,1256,24.52,0.8893,76.28,-72.95,6345,25.34,0.9228,99.52,-99.24,7601,3811,3790,6.149572424680963
M5,128,0.05,0.2,5,1.5,3.0,london,3026,25.68,0.9421,86.13,-84.36,15556,25.39,0.9228,100.0,-100.0,18582,9300,9282,18.069723388225164
M15,64,0.05,0.3,10,1.5,4.0,asian,310,19.03,0.864,37.4,-34.56,1725,20.17,0.9227,85.31,-77.36,2035,1024,1011,13.16953316953317
M15,256,0.1,0.2,5,1.5,2.0,all,2564,33.35,0.9248,81.67,-79.98,12515,33.48,0.9227,99.97,-99.97,15079,7534,7545,15.280973539359373
M15,256,0.05,0.3,5,1.5,4.0,newyork,967,20.48,0.9962,67.04,-20.06,4871,18.72,0.9222,99.08,-98.3,5838,2918,2920,42.054624871531345
M5,64,0.05,0.2,10,1.5,2.0,newyork,882,30.84,0.8035,75.92,-74.51,4758,34.11,0.922,96.22,-95.57,5640,2831,2809,23.897127659574465
M15,128,0.1,0.3,5,1.0,3.0,london,1220,24.59,0.8951,77.13,-70.15,6251,25.34,0.9219,99.34,-99.22,7471,3741,3730,6.248989425779682
M15,64,0.05,0.2,10,1.5,4.0,newyork,315,22.86,1.1799,20.92,45.7,1508,18.57,0.9216,80.68,-71.84,1823,918,905,42.35403181568842
M15,256,0.1,0.3,5,1.5,2.0,all,3113,33.63,0.9364,83.83,-81.63,15278,33.45,0.9215,100.0,-100.0,18391,9184,9207,15.215366211734002
M15,256,0.05,0.2,10,1.5,4.0,newyork,218,22.48,1.1043,31.69,14.63,981,18.86,0.9209,67.8,-56.51,1199,602,597,41.527272727272724
M15,64,0.1,0.2,10,1.0,3.0,london,265,24.53,0.8988,27.69,-22.43,1509,25.31,0.9207,79.88,-69.52,1774,894,880,6.179255918827509
M15,64,0.1,0.3,10,1.0,3.0,london,298,24.16,0.8799,32.94,-28.25,1758,25.31,0.9207,83.76,-74.96,2056,1036,1020,6.201459143968871
M15,256,0.1,0.2,10,1.0,4.0,all,514,18.87,0.8417,59.63,-55.58,2549,20.4,0.9203,93.1,-89.68,3063,1523,1540,12.799314397649365
M15,64,0.1,0.3,5,1.0,3.0,london,1251,24.22,0.8757,78.91,-76.37,6389,25.29,0.9203,99.58,-99.36,7640,3841,3799,6.2
M15,64,0.05,0.3,5,1.5,3.0,asian,1127,24.31,0.8778,76.55,-72.23,5607,25.33,0.9201,99.15,-98.83,6734,3385,3349,10.633056133056133
M15,128,0.1,0.2,10,1.0,4.0,all,534,19.85,0.8969,45.19,-44.21,2749,20.33,0.9197,93.44,-91.42,3283,1653,1630,13.316265610721901
M15,64,0.1,0.2,10,1.5,3.0,london,265,24.15,0.9182,32.67,-18.85,1509,24.59,0.9195,79.7,-69.33,1774,894,880,16.068883878241262
M15,128,0.1,0.3,10,1.0,2.0,london,261,31.42,0.8249,37.08,-30.35,1257,33.89,0.9194,72.15,-57.08,1518,767,751,3.582806324110672
M15,128,0.05,0.2,10,1.0,4.0,all,649,20.49,0.9332,53.41,-39.62,3142,20.27,0.9191,95.38,-94.06,3791,1906,1885,13.251358480611975
M15,256,0.05,0.3,5,1.0,2.0,london,1069,34.14,0.9362,58.02,-44.48,5618,34.0,0.9191,97.81,-97.76,6687,3339,3348,3.6159862419620157
M5,64,0.05,0.3,5,1.5,3.0,london,3826,24.96,0.907,97.3,-96.77,19268,25.32,0.9191,100.0,-100.0,23094,11529,11565,17.98403048410843
M15,256,0.05,0.3,10,1.5,3.0,newyork,243,25.1,0.9549,31.67,-11.42,1161,24.29,0.9189,68.63,-59.73,1404,707,697,34.825
M5,128,0.1,0.3,10,1.5,2.0,london,807,32.47,0.8624,64.51,-58.71,3991,34.1,0.9187,94.8,-93.38,4798,2413,2385,11.19908295122968
M15,64,0.1,0.2,5,1.5,4.0,asian,950,20.63,0.9551,52.94,-42.46,4867,20.12,0.9187,99.17,-98.73,5817,2908,2909,12.834674230703111
M15,256,0.05,0.3,10,1.5,3.0,london,267,25.47,0.9642,27.0,-10.82,1336,24.63,0.9185,67.48,-65.26,1603,800,803,16.066625077978788
M15,256,0.1,0.3,5,1.5,4.0,newyork,991,20.08,0.9718,70.77,-34.68,4970,18.69,0.9185,99.27,-98.65,5961,2978,2983,41.9851367220265
M5,128,0.1,0.2,5,1.5,3.0,london,3037,25.49,0.9329,89.94,-87.58,15593,25.3,0.9185,100.0,-100.0,18630,9319,9311,18.120681696188946
M15,256,0.05,0.3,10,1.5,3.0,all,679,25.63,0.9623,39.98,-26.13,3465,24.76,0.9184,95.13,-93.65,4144,2059,2085,20.66891891891892
M5,128,0.05,0.2,5,1.5,4.0,london,3026,20.75,0.9672,84.46,-76.62,15556,19.96,0.9184,100.0,-100.0,18582,9300,9282,24.923162199978474
M15,128,0.05,0.3,10,1.5,2.0,all,798,33.58,0.9328,45.69,-36.59,3821,33.29,0.9182,94.41,-92.44,4619,2312,2307,15.448170599696905
M15,128,0.1,0.2,10,1.5,2.0,all,534,33.33,0.9222,33.33,-29.23,2749,33.32,0.918,89.35,-84.48,3283,1653,1630,15.848796832165704
M5,128,0.05,0.2,10,1.5,2.0,newyork,694,31.84,0.8369,59.85,-59.24,3448,33.96,0.918,92.31,-90.55,4142,2071,2071,24.264896185417676
M15,256,0.05,0.3,5,1.5,4.0,all,3012,20.55,0.9747,81.16,-71.04,14978,19.49,0.918,100.0,-100.0,17990,8983,9007,24.932573652028907
M5,128,0.05,0.3,5,1.5,3.0,london,3639,25.53,0.9342,93.33,-91.48,18299,25.27,0.9176,100.0,-100.0,21938,10994,10944,18.067298751025618
M5,128,0.1,0.2,10,1.5,2.0,newyork,621,31.4,0.8202,59.31,-58.69,3081,33.95,0.9174,90.13,-88.03,3702,1843,1859,24.46385737439222
M15,256,0.05,0.2,10,1.0,4.0,all,591,18.44,0.8184,70.83,-65.23,2892,20.33,0.9171,95.0,-92.99,3483,1731,1752,12.930318690783805
M5,64,0.1,0.3,5,1.5,3.0,london,3775,25.17,0.9174,96.07,-95.34,19480,25.28,0.917,100.0,-100.0,23255,11611,11644,17.986368522898303
M5,128,0.1,0.3,5,1.5,3.0,london,3677,25.32,0.9243,95.57,-93.81,18508,25.26,0.9169,100.0,-100.0,22185,11105,11080,18.134257381113365
M15,128,0.05,0.3,10,1.0,3.0,asian,241,23.24,0.7853,48.26,-37.95,1271,26.04,0.9166,77.81,-65.5,1512,766,746,6.324669312169312
M15,256,0.1,0.3,5,1.0,2.0,london,1110,34.41,0.9482,53.11,-40.28,5705,33.94,0.9165,98.12,-98.1,6815,3405,3410,3.616287600880411
M15,128,0.05,0.3,5,1.0,2.0,london,1185,33.33,0.9037,72.85,-60.57,6170,33.91,0.9165,98.93,-98.62,7355,3679,3676,3.6
M5,64,0.1,0.3,10,1.5,2.0,newyork,858,31.35,0.8234,73.93,-69.75,4634,33.99,0.9164,96.86,-96.03,5492,2764,2728,23.58120903131828
M15,256,0.05,0.2,5,1.0,2.0,london,890,34.04,0.9311,51.12,-40.66,4598,33.93,0.9163,96.17,-95.93,5488,2742,2746,3.567565597667638
M15,256,0.1,0.2,5,1.0,2.0,london,902,34.81,0.9638,37.85,-27.33,4610,33.93,0.9162,96.15,-95.98,5512,2757,2755,3.5
M15,64,0.05,0.2,10,1.5,3.0,all,848,26.65,1.0191,31.8,-0.6,4546,24.64,0.9161,97.97,-97.52,5394,2700,2694,21.07730812013348
M15,64,0.05,0.3,5,1.5,4.0,asian,1127,19.61,0.8942,73.59,-71.22,5607,20.08,0.9159,99.62,-99.43,6734,3385,3349,12.766112266112266
M5,128,0.05,0.3,10,1.5,3.0,newyork,823,25.39,0.9275,58.64,-45.19,4002,25.01,0.9154,97.2,-96.38,4825,2419,2406,37.18829015544042
M5,128,0.05,0.3,10,1.5,3.0,london,896,25.67,0.9417,59.37,-42.41,4621,25.19,0.9154,98.44,-97.86,5517,2779,2738,17.988870763095886
M15,128,0.05,0.3,10,1.0,2.0,london,299,34.45,0.947,27.71,-13.23,1407,33.76,0.9153,71.02,-62.77,1706,859,847,3.535052754982415
M15,64,0.05,0.2,5,1.5,3.0,asian,936,25.32,0.9279,59.11,-49.34,4817,25.22,0.9152,98.63,-98.19,5753,2880,2873,10.683730227707281
M15,64,0.05,0.3,10,1.5,2.0,all,989,33.97,0.9518,41.92,-35.0,5274,33.24,0.9151,98.13,-97.49,6263,3136,3127,15.568449624780456
M5,128,0.05,0.3,10,1.0,4.0,london,896,20.42,0.8996,73.12,-62.26,4621,20.9,0.915,99.42,-98.8,5517,2779,2738,10.221352184158057
M15,256,0.05,0.3,10,1.0,4.0,london,267,17.98,0.805,46.5,-39.68,1336,20.06,0.9149,75.85,-71.12,1603,800,803,9.049968808484092
M5,128,0.05,0.3,5,1.5,4.0,london,3639,20.61,0.9572,89.91,-87.17,18299,19.89,0.9146,100.0,-100.0,21938,10994,10944,24.751185158173033
M5,128,0.1,0.2,5,1.5,4.0,london,3037,20.65,0.9614,87.5,-79.93,15593,19.9,0.9146,100.0,-100.0,18630,9319,9311,24.939173376274827
M15,64,0.05,0.2,5,1.5,2.0,london,1125,34.04,0.9634,44.66,-32.77,5453,32.99,0.9144,98.31,-97.82,6578,3283,3295,9.868409851018546
M15,256,0.1,0.3,5,1.5,4.0,all,3113,20.21,0.954,90.58,-83.75,15278,19.43,0.9142,100.0,-100.0,18391,9184,9207,24.930732423468
M5,128,0.05,0.3,5,1.0,4.0,london,3639,20.88,0.924,96.78,-95.8,18299,20.89,0.9141,100.0,-100.0,21938,10994,10944,10.11706171939101
M15,64,0.1,0.3,10,1.5,2.0,all,834,32.25,0.8804,55.83,-54.77,4667,33.21,0.914,97.11,-96.31,5501,2765,2736,15.366769678240319
M5,64,0.05,0.3,10,1.0,4.0,newyork,1007,16.78,0.7147,94.73,-94.01,5425,20.81,0.9139,99.7,-99.47,6432,3230,3202,21.053031716417912
M15,64,0.05,0.3,10,1.5,3.0,all,989,25.78,0.9726,43.69,-30.32,5274,24.61,0.9138,99.09,-98.76,6263,3136,3127,21.07370269838735
M15,128,0.05,0.3,10,1.5,4.0,asian,241,22.82,1.0791,24.35,11.19,1271,19.98,0.9136,83.53,-69.68,1512,766,746,13.28121693121693
M5,128,0.05,0.2,5,1.0,4.0,london,3026,20.95,0.9285,93.74,-91.93,15556,20.88,0.9136,100.0,-100.0,18582,9300,9282,10.118577117640726
M15,64,0.1,0.2,5,1.5,2.0,london,1115,33.54,0.9425,51.43,-42.72,5450,32.97,0.9134,98.36,-97.9,6565,3279,3286,9.850952018278752
M15,128,0.1,0.3,5,1.0,2.0,london,1220,32.87,0.8856,74.32,-67.39,6251,33.83,0.9134,98.99,-98.87,7471,3741,3730,3.6
M5,128,0.05,0.3,5,1.5,2.0,london,3639,33.33,0.8969,95.67,-95.26,18299,33.96,0.9134,100.0,-100.0,21938,10994,10944,11.000474063269213
M15,64,0.05,0.3,5,1.0,4.0,london,1256,19.35,0.8808,80.61,-78.45,6345,20.02,0.9133,99.83,-99.75,7601,3811,3790,8.749572424680963
M5,64,0.05,0.3,5,1.5,4.0,london,3826,19.89,0.913,98.76,-97.28,19268,19.89,0.9131,100.0,-100.0,23094,11529,11565,24.95029877890361
M5,128,0.05,0.3,10,1.5,2.0,newyork,823,32.2,0.8518,65.33,-62.05,4002,33.83,0.913,95.04,-94.42,4825,2419,2406,23.7100310880829
M15,64,0.05,0.3,5,1.0,2.0,london,1256,32.32,0.8612,77.17,-75.02,6345,33.79,0.913,99.07,-98.96,7601,3811,3790,3.450427575319037
M5,128,0.1,0.3,5,1.5,4.0,london,3677,20.48,0.9501,92.14,-89.94,18508,19.87,0.913,100.0,-100.0,22185,11105,11080,24.851386071670046
M15,128,0.1,0.3,10,1.0,3.0,all,673,23.48,0.8286,67.29,-65.06,3391,25.36,0.9129,96.22,-94.5,4064,2041,2023,10.600639763779528
M15,64,0.1,0.3,10,1.5,3.0,london,298,23.15,0.867,41.98,-30.12,1758,24.46,0.9126,83.36,-77.09,2056,1036,1020,16.314494163424122
M15,256,0.1,0.2,10,1.5,2.0,asian,162,33.33,0.896,14.29,-12.8,862,33.87,0.9125,59.05,-46.46,1024,511,513,8.3892578125
M15,128,0.05,0.2,10,1.5,2.0,all,649,33.28,0.9199,41.72,-34.99,3142,33.16,0.9125,91.49,-89.52,3791,1906,1885,15.734238987074649
M15,64,0.05,0.2,10,1.5,2.0,newyork,315,35.24,1.027,16.09,2.53,1508,32.63,0.9124,73.12,-65.88,1823,918,905,26.181239714755897
M15,256,0.05,0.2,10,1.5,2.0,asian,191,35.08,0.9692,11.83,-5.86,969,33.85,0.9123,60.49,-50.53,1160,576,584,8.283534482758622
M15,128,0.1,0.2,10,1.0,4.0,asian,155,16.77,0.7028,38.3,-36.61,899,20.69,0.9123,66.04,-58.35,1054,521,533,7.126470588235295
M15,128,0.1,0.2,5,1.5,2.0,newyork,915,32.35,0.9074,52.44,-49.49,4400,32.64,0.9123,96.09,-95.66,5315,2667,2648,26.458231420507996
M15,64,0.05,0.2,10,1.0,2.0,newyork,315,34.6,0.9705,28.77,-9.16,1508,33.36,0.9121,75.25,-66.36,1823,918,905,11.849259462424575
M15,64,0.05,0.2,10,1.5,2.0,all,848,34.32,0.9684,31.68,-23.7,4546,33.15,0.9121,96.8,-96.23,5394,2700,2694,15.655913978494624
M15,256,0.1,0.2,10,1.5,4.0,newyork,193,23.32,1.1579,27.83,22.19,864,18.75,0.912,63.22,-54.95,1057,533,524,41.58618732261117
M15,128,0.05,0.3,10,1.0,3.0,all,798,24.69,0.8843,67.59,-58.17,3821,25.33,0.912,97.52,-96.29,4619,2312,2307,10.613617666161506
M15,256,0.1,0.3,10,1.5,3.0,asian,184,22.28,0.7812,31.27,-30.32,1055,25.12,0.9113,70.65,-59.79,1239,616,623,10.896045197740113
M15,64,0.05,0.2,10,1.5,3.0,newyork,315,30.48,1.2493,15.01,67.2,1508,24.01,0.9113,78.78,-71.92,1823,918,905,35.222051563357105
M5,128,0.05,0.2,10,1.0,4.0,newyork,694,17.72,0.7529,81.94,-81.65,3448,20.74,0.9113,97.05,-96.69,4142,2071,2071,21.330323515210043
M15,128,0.05,0.3,10,1.5,2.0,asian,241,32.78,0.8728,29.77,-21.79,1271,33.67,0.9112,70.52,-60.58,1512,766,746,8.676851851851852
M15,128,0.1,0.2,10,1.0,3.0,newyork,196,23.98,0.877,27.75,-19.93,948,24.79,0.911,58.27,-55.73,1144,585,559,17.845804195804195
M15,64,0.05,0.3,10,1.5,2.0,asian,310,32.9,0.8851,30.3,-24.86,1725,33.74,0.911,73.28,-71.85,2035,1024,1011,8.545700245700246
M15,64,0.1,0.3,5,1.0,2.0,london,1251,31.41,0.8268,83.47,-81.95,6389,33.75,0.911,99.14,-99.09,7640,3841,3799,3.5345026178010475
M5,128,0.05,0.3,10,1.0,3.0,london,896,24.55,0.8475,77.02,-72.12,4621,26.18,0.9109,98.74,-98.37,5517,2779,2738,7.216240710531087
M5,128,0.1,0.3,5,1.5,2.0,london,3677,33.18,0.8911,96.42,-96.07,18508,33.89,0.9106,100.0,-100.0,22185,11105,11080,11.067405904890691
M15,64,0.1,0.3,5,1.0,4.0,asian,1148,18.12,0.7788,93.13,-91.88,5751,20.73,0.9104,99.79,-99.67,6899,3466,3433,7.200159443397593
M5,128,0.05,0.2,5,1.5,2.0,london,3026,33.34,0.898,92.29,-91.88,15556,33.88,0.9102,100.0,-100.0,18582,9300,9282,11.018577117640728
M5,64,0.1,0.3,5,1.5,4.0,london,3775,20.11,0.9273,97.84,-95.47,19480,19.84,0.9101,100.0,-100.0,23255,11611,11644,24.951300795527843
M15,256,0.1,0.2,10,1.5,3.0,all,514,24.71,0.916,37.41,-34.21,2549,24.6,0.9098,90.42,-89.0,3063,1523,1540,20.732190662748938
M5,128,0.1,0.3,5,1.0,4.0,london,3677,20.81,0.9201,97.65,-96.42,18508,20.8,0.9096,100.0,-100.0,22185,11105,11080,10.117128690556681
M5,128,0.1,0.3,10,1.5,3.0,london,807,25.53,0.9341,56.92,-42.1,3991,25.08,0.9092,98.0,-97.04,4798,2413,2385,18.097248853689035
M15,128,0.1,0.2,5,1.0,4.0,newyork,915,18.25,0.8359,79.51,-76.86,4400,19.66,0.9091,98.8,-98.6,5315,2667,2648,22.4032925682032
M15,128,0.1,0.2,10,1.5,3.0,all,534,25.66,0.9672,28.3,-19.54,2749,24.55,0.909,94.55,-90.9,3283,1653,1630,21.130124885775206
M15,64,0.1,0.2,5,1.0,3.0,london,1115,24.3,0.8799,74.35,-71.26,5450,25.06,0.909,99.36,-99.18,6565,3279,3286,6.150952018278751
M5,128,0.05,0.2,10,1.5,2.0,london,720,32.08,0.8483,58.75,-57.94,3950,33.82,0.9089,95.76,-94.87,4670,2354,2316,11.307494646680942
M15,64,0.05,0.3,10,1.5,2.0,newyork,343,35.28,1.0291,18.63,3.25,1724,32.54,0.9088,78.74,-72.04,2067,1040,1027,26.331011127237545
M15,128,0.05,0.3,5,1.5,3.0,all,3257,24.07,0.8943,96.88,-95.99,16230,24.53,0.9088,100.0,-100.0,19487,9743,9744,20.400564478883357
M15,64,0.05,0.2,5,1.5,4.0,asian,936,20.62,0.9535,51.4,-42.77,4817,19.95,0.9087,99.41,-99.12,5753,2880,2873,12.75119068312185
M15,128,0.1,0.3,5,1.5,3.0,all,3300,23.82,0.8813,97.87,-97.29,16372,24.54,0.9087,100.0,-100.0,19672,9835,9837,20.384526230174867
M15,64,0.05,0.2,10,1.0,2.0,all,848,33.14,0.8849,60.77,-54.47,4546,34.01,0.9085,97.67,-96.79,5394,2700,2694,7.388654060066741
M15,256,0.05,0.2,5,1.5,4.0,all,2542,20.18,0.9536,86.9,-77.51,12429,19.3,0.9085,100.0,-100.0,14971,7478,7493,25.16228708837085
M15,128,0.05,0.2,10,1.5,3.0,asian,195,24.1,0.8629,25.96,-21.86,1044,25.0,0.9084,69.73,-60.36,1239,621,618,11.17409200968523
M15,256,0.05,0.2,5,1.0,3.0,all,2542,25.26,0.9132,93.02,-88.49,12429,25.35,0.9083,100.0,-100.0,14971,7478,7493,10.549061518936611
M15,256,0.05,0.2,5,1.0,4.0,all,2542,19.67,0.8884,96.79,-94.8,12429,20.16,0.9083,100.0,-100.0,14971,7478,7493,13.198123037873222
M5,128,0.05,0.3,10,1.0,4.0,newyork,823,18.35,0.7868,84.99,-82.54,4002,20.66,0.9082,98.73,-98.28,4825,2419,2406,21.25417616580311
M15,64,0.05,0.2,10,1.0,3.0,newyork,315,23.81,0.8684,36.38,-31.59,1508,24.73,0.9081,81.55,-73.59,1823,918,905,17.55293472298409
M15,128,0.1,0.3,10,1.5,4.0,all,673,20.65,0.9833,40.5,-20.47,3391,19.32,0.9081,98.82,-96.28,4064,2041,2023,25.299360236220473
M15,128,0.05,0.2,10,1.5,3.0,all,649,26.04,0.9861,35.37,-15.57,3142,24.47,0.9078,96.16,-93.71,3791,1906,1885,21.0369559482986
M5,64,0.05,0.3,10,1.5,3.0,london,1262,25.83,0.9509,68.93,-49.53,6139,25.04,0.9077,99.62,-99.59,7401,3696,3705,18.03179300094582
M5,128,0.1,0.2,5,1.0,4.0,london,3037,20.91,0.9265,94.63,-92.42,15593,20.77,0.9077,100.0,-100.0,18630,9319,9311,10.118491680085882
M15,256,0.1,0.2,5,1.0,3.0,all,2564,25.23,0.9128,92.42,-88.78,12515,25.34,0.9077,100.0,-100.0,15079,7534,7545,10.531984879633928
M15,128,0.05,0.3,5,1.5,3.0,asian,1057,24.79,0.9024,68.9,-62.75,5508,25.05,0.9076,99.56,-99.27,6565,3318,3247,10.819497334348819
M15,128,0.1,0.2,5,1.0,3.0,newyork,915,23.93,0.8795,72.21,-63.84,4400,24.68,0.9073,98.29,-98.0,5315,2667,2648,17.920507996237063
M15,64,0.05,0.3,10,1.0,2.0,all,989,32.66,0.8632,71.88,-66.04,5274,34.0,0.9073,98.68,-98.24,6263,3136,3127,7.4105380807919525
M15,256,0.05,0.2,10,1.0,2.0,all,591,31.3,0.8072,64.67,-59.51,2892,34.06,0.9071,89.21,-89.18,3483,1731,1752,7.483031869078381
M15,64,0.1,0.2,10,1.0,2.0,london,265,33.58,0.9225,31.51,-15.77,1509,33.66,0.907,74.5,-68.44,1774,894,880,3.544813979706877
M15,128,0.1,0.3,10,1.0,4.0,asian,192,17.71,0.7511,39.39,-37.73,1133,20.56,0.907,77.06,-68.55,1325,663,662,7.3695849056603775
M5,128,0.05,0.3,10,1.0,3.0,newyork,823,22.36,0.749,86.17,-85.0,4002,25.99,0.9068,97.79,-97.52,4825,2419,2406,15.112373056994821
M15,256,0.1,0.2,5,1.0,4.0,all,2564,19.66,0.8883,96.65,-94.94,12515,20.14,0.9068,100.0,-100.0,15079,7534,7545,13.09797731945089
M15,128,0.1,0.2,5,1.5,3.0,all,2663,24.0,0.8899,94.99,-93.44,13496,24.53,0.9067,100.0,-100.0,16159,8087,8072,20.515359861377558
M5,128,0.05,0.2,10,1.5,3.0,newyork,694,25.22,0.9176,48.18,-43.06,3448,24.85,0.9066,96.61,-95.53,4142,2071,2071,37.7800579430227
M15,64,0.1,0.3,10,1.0,2.0,all,834,30.82,0.7925,77.69,-74.66,4667,33.98,0.9066,98.03,-97.26,5501,2765,2736,7.430321759680059
M15,128,0.1,0.2,10,1.0,2.0,london,195,33.85,0.918,17.14,-12.49,998,33.57,0.9064,69.2,-53.52,1193,606,587,3.5836546521374686
M15,64,0.1,0.2,10,1.5,4.0,asian,212,18.87,0.8566,29.23,-26.17,1293,19.88,0.9064,79.49,-72.63,1505,750,755,13.285913621262461
M15,64,0.1,0.2,5,1.0,4.0,asian,950,18.0,0.7742,89.5,-87.96,4867,20.65,0.9064,99.52,-99.34,5817,2908,2909,7.1183427883788895
M15,64,0.1,0.3,5,1.0,4.0,london,1251,18.78,0.85,86.08,-84.53,6389,19.89,0.9064,99.88,-99.83,7640,3841,3799,8.81637434554974
M15,64,0.05,0.2,10,1.5,4.0,asian,247,19.43,0.888,26.87,-24.86,1480,19.86,0.9062,84.68,-77.35,1727,863,864,13.34302258251303
M15,128,0.05,0.2,5,1.0,4.0,newyork,926,18.47,0.8473,78.04,-75.06,4431,19.59,0.9062,99.04,-98.78,5357,2691,2666,22.25557214859063
